munic|nome_municipio|sigla_uf|lavoura_perm|lavoura_temp|lavoura_temp_desc|pastagens_naturais|pastagens_plant|matas_f_nat|matas_flor_art|terras_prod|terras_inap
2305209|Hidrolândia|CE|278,5|3026,3|5230,1|23585|780|11822,3|197,9|4129,3|2514,1
2305233|Horizonte|CE|2876,1|804,1|263|438,5|80,1|636|-|538,1|1190,4
2305266|Ibaretama|CE|1967,3|5429,8|4491,1|14308,3|482,5|20502,3|-|4932,1|3477,7
2305308|Ibiapina|CE|2360,3|6389,6|950,6|2591,4|39,6|5099,5|26,8|494,8|671,6
2305332|Ibicuitinga|CE|1808,6|5285,7|4992,4|6499,8|200,3|11314|52|2347,7|2233,1
2305357|Icapuí|CE|20834,6|2861,8|806|4282,5|1022,3|13914,1|5|702,3|1854,9
2305407|Icó|CE|569|15031,7|4312,9|23649,3|1522,9|27392,7|272,6|6462,4|11231,6
2305506|Iguatu|CE|542,3|10388,2|2708,2|16944,8|1306,2|17417,5|373,9|2039,3|2602,3
2305605|Independęncia|CE|127,8|11478,7|24003,3|69143,4|1564,1|72742,3|354|19561,5|10720,1
2305654|Ipaporanga|CE|236,9|2879|5445,8|13595,7|331,4|9294,4|53|2236,2|3289,7
2305704|Ipaumirim|CE|187,2|2969,7|223,2|11045,5|1541,6|3562,8|-|333,7|533,1
2305803|Ipu|CE|1436,9|5113,3|2234,1|6279,4|618,4|8473,2|90,3|3896,5|3879,5
2305902|Ipueiras|CE|2180,6|8601,4|7890,4|13935,4|831,1|7025,1|58,2|17128,2|6966,8
2306009|Iracema|CE|202,5|6002,7|2966|15299,4|830,9|14865,2|140,7|2537,3|3918,6
2306108|Irauçuba|CE|427,9|3024,9|4317,7|37720,9|4189,1|41345,9|115,8|9321,5|9030,8
2306207|Itaiçaba|CE|896,1|764,1|693,5|4611,9|48,6|3665,6|-|1424,4|1048,8
2306256|Itaitinga|CE|744,6|459|194,8|2177|75|2197,5|3,9|970,6|361,3
2306306|Itapagé|CE|5960,8|5648,2|4627,6|8785,9|662,9|7511,7|13,6|4611,4|3951,7
2306405|Itapipoca|CE|22999|7639,9|4554,2|13283,4|754,5|12724|177,9|9648|6050,9
2306504|Itapiúna|CE|763,9|3306,8|2922,1|11662,5|1018,5|19020|74,2|4459,4|2392,4
2306553|Itarema|CE|15256,6|3027,7|3171|13903,5|189,5|13208,9|14,2|3357,6|2717,8
2306603|Itatira|CE|1266|8303,1|8621,8|15325,3|1634,4|11868,8|141,3|7841,6|3366,3
2306702|Jaguaretama|CE|755,4|6442,7|6622,8|88581,6|1977,5|41001|163|5490,4|6860,4
2306801|Jaguaribara|CE|599,8|3515,4|363,5|29512,9|1692,7|18961,7|120|250,2|1859,7
2306900|Jaguaribe|CE|986,5|8502|5731,4|94479,8|4676,2|48982,3|633,8|2312,5|10526,1
2307007|Jaguaruana|CE|3903,9|8229,3|3192,4|6090,2|168|13701,9|90,4|3901,6|1230,1
2307106|Jardim|CE|266,9|8649,2|2191,3|6203,3|5109,9|5486,5|591,2|1917,2|876
2307205|Jati|CE|19,7|3267|811,4|5881,5|1987,2|3357,4|40,2|709,9|312,1
2307254|Jijoca de Jericoacoara|CE|2881,9|507,6|116,1|314,1|116,3|3363,7|-|452,2|71,8
2307304|Juazeiro do Norte|CE|368|1183,4|479,7|2987,4|2946,8|2425,2|30,6|2404,2|1644
2307403|Jucás|CE|119,2|5170,2|6025,7|9394,5|1619,8|15646,6|95|5069|2821,6
2307502|Lavras da Mangabeira|CE|256|7002,6|1375,5|22657,2|3308,2|18148,2|180,6|2620,1|2460,4
2307601|Limoeiro do Norte|CE|3896,3|6736,3|924,4|5547,2|532|16572,3|1517|988,8|788,8
2307635|Madalena|CE|141,2|7972|5767,4|16535,4|250,2|18266,1|208,1|15352,7|3898,3
2307650|Maracanaú|CE|159,6|560,9|272,5|305,7|-|883|-|180,5|196,3
2307700|Maranguape|CE|3008,4|5002,9|2776,2|14933,4|1063,5|13758,5|135,7|6121,3|4134,1
2307809|Marco|CE|6269,8|1685,2|2074,7|7240,3|748,5|16802,1|7,6|2915,5|1119
2307908|Martinópole|CE|1867,3|365,8|710,9|1857,3|8|1362,8|-|1578,2|547,4
2308005|Massapę|CE|1938,9|3138,7|3205,2|9333,9|363,6|6304,5|472,1|5611,3|2401,9
2308104|Mauriti|CE|860,8|20319,2|4734,3|14333,1|1007,1|16089,5|76,1|3164,8|2617,9
2308203|Meruoca|CE|2881,9|1324,6|1690,8|289,8|8,5|2525,3|109,1|1601,4|741,4
2308302|Milagres|CE|301,4|10009,6|2877,1|8250,5|2259,8|3242,2|233,1|2433,7|1252,1
2308351|Milhă|CE|29|5328,5|633,2|22330|1905,5|6977,8|13,5|425,8|1468
2308377|Miraíma|CE|99,8|1844,3|4915,1|19396,5|505,8|25303|315|7898,7|4859,7
2308401|Missăo Velha|CE|1010,7|7446,6|2627,2|5532,8|2505|6872,1|51|6761,4|1434
2308500|Mombaça|CE|350,2|13822,5|13991,1|36494,1|1536,7|47902,1|419,5|16768,4|7255,4
2308609|Monsenhor Tabosa|CE|248,2|5801,9|12594,5|16479,8|2463,5|12098,4|51|13234|2452,2
2308708|Morada Nova|CE|9815,3|20373,5|12584,6|30029,7|1728,8|52886,8|1456,7|13920|12655,8
2308807|Moraújo|CE|135,7|614,4|5601,2|4852,8|209,1|1800,5|-|4123,2|546,1
2308906|Morrinhos|CE|6972,5|1254,4|1006,2|7433,6|100|3296,9|-|2530,8|869
2309003|Mucambo|CE|247,7|2338,7|1588|1625,7|71,2|1197,5|7,7|496,2|341,8
2309102|Mulungu|CE|4014,8|1112,3|1121,9|1104,8|19,5|1699,2|10,5|1712,2|1303,5
2309201|Nova Olinda|CE|23,4|1295,9|982,1|3445,6|1976,4|913,9|31,6|2259|299,8
2309300|Nova Russas|CE|577,6|5237,5|5029,8|20350|19,7|19451,4|81|5364,2|2452,4
2309409|Novo Oriente|CE|694,4|15436,4|7252,6|11714,6|319,4|14431,3|75|8590,7|3597,3
2309458|Ocara|CE|14127,1|7059,9|4325,7|7928,4|282,1|26714,4|3,5|2823,2|1915,9
2309508|Orós|CE|223,8|3619,7|894,1|14633|842,9|6941,6|80,6|3498,3|2898,8
2309607|Pacajus|CE|9639,1|1403,8|401,3|1540,8|291,9|4048,5|58|660,8|1126,5
2309706|Pacatuba|CE|1861,4|395,2|471,3|771,3|173,3|1030,3|31,6|909,5|857,8
2309805|Pacoti|CE|3749|1216,2|430,8|755,7|171,6|3149,1|21|1295,2|454,8
2309904|Pacujá|CE|229,4|585,1|295,8|1502,8|70|1000,5|2|451,8|468
2310001|Palhano|CE|3718,5|895,1|529,5|1359,2|13|7408,2|-|619,2|470,4
2310100|Palmácia|CE|2037,2|732,9|2455,6|2938,7|198,2|1270,3|48,5|382,1|377,4
2310209|Paracuru|CE|1416,7|4331,2|584,5|1531,9|26,8|2673|7|881|1094,3
2310258|Paraipaba|CE|2690,3|2713,1|303,7|1868|21,3|657,3|-|631|489,8
2310308|Parambu|CE|3025,4|16338,1|16005,4|44873,3|4036,4|65313|364,5|25451,9|13726,2
2310407|Paramoti|CE|191|2125,1|1070,2|3119,8|122|25853,3|33|960,7|4113,7
2310506|Pedra Branca|CE|385,7|13749|9879,9|28973,5|5175,1|19670,2|268,3|11114,2|5598,4
2310605|Penaforte|CE|7,2|2923,7|804,3|2305,8|997,7|1011,6|92,3|269|314,6
2310704|Pentecoste|CE|1267,6|3445|3498,3|11135,2|542,8|12639,7|200,3|15263,2|12147,6
2310803|Pereiro|CE|630|3736,3|897,1|7074,7|358,2|5475|27,1|460,6|1245,5
2310852|Pindoretama|CE|895|1302|111,3|730,2|2|774,1|30,6|364,1|936,2
2310902|Piquet Carneiro|CE|222,5|4633,9|5016,4|6197,7|512,4|18137,7|184,8|1841,4|1550,6
2310951|Pires Ferreira|CE|728,8|3154,6|1442,4|4097,2|175,3|5906,2|8,4|4063,9|2503,1
2311009|Poranga|CE|152,5|1348,6|3692,7|6384,5|1326,3|29217,2|-|4556,8|3902,1
2311108|Porteiras|CE|646,7|5977,3|1146,2|5259,7|3334,4|3791,8|54,2|671,2|835,2
2311207|Potengi|CE|8,2|2286,4|5556|1620,6|3494,9|1817,1|13|3571|401,6
2311231|Potiretama|CE|2959,3|4171,7|3473,8|13960,4|284,2|7087,3|9|1666,2|3177,6
2311264|Quiterianópolis|CE|260,3|7414,3|10376,2|27594,3|549,5|17131,3|30,3|1179,8|2929,3
2311306|Quixadá|CE|2431,9|12973,3|8725,7|39974,9|2052,7|48224,8|338,6|13933,9|9469,9
2311355|Quixelô|CE|32,8|5578,4|1870,2|13978,9|733,2|8732,9|0,2|1470,4|1256,2
2311405|Quixeramobim|CE|297,4|15034,7|16775,2|53944,8|1893,3|62715|1463|14787|11936,6
2311504|Quixeré|CE|602,6|7078,6|2962,8|3747,4|177,7|12900,7|64,2|1845,7|731,2
2311603|Redençăo|CE|2839,4|2902|1619,3|2352,5|138,3|3250,1|-|1419,2|1519,3
2311702|Reriutaba|CE|820,3|3653,2|2676,2|4178,4|68,4|6210,8|49,8|2695,1|2988,5
2311801|Russas|CE|6506,4|6761,1|5857,5|12876,1|2962,8|33135|22,1|9837,6|7152,3
2311900|Saboeiro|CE|439,2|4809,8|7691,8|21505,2|2126,7|27591,6|583,2|18613,2|4330,8
2311959|Salitre|CE|224,8|7230,6|15490,3|8729,9|1158,2|7612,4|12,1|9296,1|882
2312007|Santana do Acaraú|CE|6140,9|4854,5|5593,2|28672,1|793,9|14430,7|28,1|9615,3|6188
2312106|Santana do Cariri|CE|259,4|4216,4|8137,1|16341,8|6487,8|9606,7|127,4|2644,6|921,9
2312205|Santa Quitéria|CE|704|12585,5|19289,7|96867,2|1380,1|112521|685,3|22878,3|20307,4
2312304|Săo Benedito|CE|3035,7|4488,3|2543,8|2334,2|245,4|2035,7|7,3|2085,6|1726,1
2312403|Săo Gonçalo do Amarante|CE|5736,9|2331|1154,9|5596,5|641,7|21630,7|10|10221,1|3687
2312502|Săo Joăo do Jaguaribe|CE|1258,7|2368,4|1043,4|8207,4|101,2|7474,9|19|1613,7|1199,7
2312601|Săo Luís do Curu|CE|1394,5|1808,1|1438,1|1877,6|264,1|4183,7|89|258,5|716
2312700|Senador Pompeu|CE|816,1|5634,2|7519,2|24287,5|1124,2|21957,2|240,4|3720,5|5237,7
2312809|Senador Sá|CE|850,8|799,9|44,1|6945,5|5,5|5645,8|0,3|6644,8|1593,5
2312908|Sobral|CE|1089,7|6526,6|7641,9|38848|1581,4|28393,2|292,1|17881,3|10155,9
2313005|Solonópole|CE|698,2|5323,8|5474,2|31818|2141,9|29226,5|80,5|8282,9|5283,8
2313104|Tabuleiro do Norte|CE|3848,2|15337,5|5308,7|15509,7|274,3|16143,3|24,8|2396,3|2421,1
2313203|Tamboril|CE|186,6|8271,2|5989,3|82283,4|254,5|47781,8|153|10084,8|10940,7
2313252|Tarrafas|CE|49,8|2228,6|789,5|3555,2|629,4|15794,5|70,8|6541|957,4
2313302|Tauá|CE|348,8|19536,1|21536,2|145341,6|4621,5|87706,8|854,1|17345,7|12311,8
2313351|Tejuçuoca|CE|153,7|2387,4|1172,3|8456,7|322,3|19909,9|-|2538|1923,2
2313401|Tianguá|CE|2815,9|9384,3|2305,2|1552,5|648,1|3078,5|19,6|3065,7|3256,8
2313500|Trairi|CE|15864,3|2231|2265,9|3785,7|530,5|13883,6|70,6|6585,2|2831,8
2313559|Tururu|CE|3196,4|869,9|4344,5|1658,1|261,2|3029,1|4,5|2286,5|781,6
2313609|Ubajara|CE|1655,3|4272,5|2683,5|1822,5|124,7|8943,4|4,9|4798,8|2678,6
2313708|Umari|CE|67|2364,7|667,8|12002,7|1254,6|6738,8|25,1|615,9|1350,8
2313757|Umirim|CE|842,2|1730,8|1673|6812,7|211,5|8316,3|100|3376,4|3175,6
2313807|Uruburetama|CE|3315|686,3|1074,6|613,8|36|2094,1|5,6|995,8|670,8
2313906|Uruoca|CE|3422,4|1490,3|6707,1|6111,7|170,9|19144,8|112,4|10650|2423,4
2313955|Varjota|CE|9,8|1195,4|528,2|1294,4|28,2|306,5|-|503,6|462,6
2314003|Várzea Alegre|CE|534,7|7077|3698,4|9498,1|4567,5|14378,5|309,7|4623,5|2992,9
2314102|Viçosa do Ceará|CE|5367,2|6625,4|16254,1|4948,2|128,8|11458,3|101,2|6540|6692,2
2400109|Acari|RN|454,7|1298,8|1411,4|24941,9|477,2|13145,6|961,5|2936,8|3717,1
2400208|Açu|RN|2000,3|4666,1|1910|10430,4|230,5|18705,2|-|4107,3|1445,7
2400307|Afonso Bezerra|RN|129|1989,5|1683|10907|48|13081,5|30|1594,6|571,5
2400406|Água Nova|RN|88,4|475,7|504,4|1093,8|19,2|600,1|-|889,8|129,3
2400505|Alexandria|RN|91,8|3693,3|1959,5|14776,7|164|4010,4|5|2943,8|1684,7
2400604|Almino Afonso|RN|145,2|1801,6|810,9|3970,7|308,5|2569|6|882|392,7
2400703|Alto do Rodrigues|RN|139,8|2052,1|371|1152,8|48,9|3156,6|-|1443|756,1
2400802|Angicos|RN|303,8|3844,7|2484,4|34077,6|172,5|22505,8|2|8294,7|1700,1
2400901|Antônio Martins|RN|231,1|2567,9|2965,4|4676,1|572,8|6786,1|6,5|3036,1|936,1
2401008|Apodi|RN|8443,9|19932,9|2529,9|26046|178,9|19591,2|-|13275,6|2049
2401107|Areia Branca|RN|2771,6|499,8|1317|2498,9|61|4224|-|3862,7|767,7
2401206|Aręs|RN|2331,8|13795,1|977,6|388,1|266,9|3100,9|180|64,8|1772,1
2401305|Augusto Severo|RN|1267,1|6238,3|5015,4|40847,9|244,8|52059,6|-|11422,9|4833,6
2401404|Baía Formosa|RN|1232|8140|3252,6|-|797|2482|79|3738|606
2401453|Baraúna|RN|4402,1|7724,3|6092,6|6560,6|259|21477,2|-|3113,1|942,9
2401503|Barcelona|RN|87,6|2175,4|1268,3|7685,8|478,2|3878,2|-|1121,2|375,1
2401602|Bento Fernandes|RN|241,1|1998|674,6|13188,4|1819,1|9233,3|-|455,4|467,9
2401701|Bom Jesus|RN|591,7|3507,4|521,7|5814,3|993,3|1336,9|7,1|1794,6|410
2401800|Brejinho|RN|588,4|1470|314,5|1800,3|1518,8|543,1|-|477,7|183
2401909|Caiçara do Rio do Vento|RN|54,3|1004,6|1826|6637,5|202,7|13623,8|81,5|1997,5|134,6
2402006|Caicó|RN|271,2|4333|3062,8|42396,8|626,3|25213,5|-|12403,8|6674,7
2402105|Campo Redondo|RN|450,8|2885,1|1110|7565,1|35,2|4313,1|-|2121,5|1760
2402204|Canguaretama|RN|782,9|9270,3|1633,4|455,5|143,2|1653,7|30|711,9|621,2
2402303|Caraúbas|RN|3513,6|6159,3|6105|30951,5|1047,5|35737,9|32,8|5952,2|5467,3
2402402|Carnaúba dos Dantas|RN|230,5|1119|893,8|7789,4|406,5|6873,3|50,6|2561,3|969,2
2402501|Carnaubais|RN|1045,4|2059,7|5114,3|6093,6|93,5|10999|-|7841,4|770,7
2402600|Ceará-Mirim|RN|3698|7305|6175,8|6533,1|4504,6|8398,2|40|5104,9|782,7
2402709|Cerro Corá|RN|1412|4069,9|2495,2|7831,3|431,4|5841,8|-|3117,8|1218,5
2402808|Coronel Ezequiel|RN|1496,7|1770,7|1992,1|3082,1|135|5489,8|-|2912,2|823,4
2402907|Coronel Joăo Pessoa|RN|6,1|1469,8|928|1414,4|101,7|1880,2|-|1808,4|775,2
2403004|Cruzeta|RN|313,7|2164,9|1078|6741|638|11647|64,5|1516,3|2850,7
2403103|Currais Novos|RN|302,1|3938|7381,1|42890,1|1171,8|4057,7|161,3|9675,8|3012,8
2403202|Doutor Severiano|RN|113|1297,2|770,5|1233,9|332,3|2238,2|-|1903,1|422,3
2403251|Parnamirim|RN|538,9|170,4|143,7|1098,9|235,2|534,2|-|1090,4|68,2
2403301|Encanto|RN|32,3|1005,1|263,7|3304,1|90,5|3161,7|-|431,2|290,5
2403400|Equador|RN|456,6|1495,9|421,8|4332,2|97,7|11045,2|7|2613,2|746,3
2403509|Espírito Santo|RN|141,6|1174,6|530,2|2292|593,4|670,2|-|294,5|134,8
2403608|Extremoz|RN|875,8|296|547,3|899,8|462,4|1240|0,5|559,1|244,1
2403707|Felipe Guerra|RN|97,2|1983,4|174,5|1872,3|10|8403,8|-|1593,8|2730,5
2403806|Florânia|RN|1509,5|2853,5|1181,5|17507,7|268,1|12071,2|51,5|1579,6|1822,6
2403905|Francisco Dantas|RN|201,6|2166|1196,2|8522,7|238,1|3628|-|1237,3|1833
2404002|Frutuoso Gomes|RN|56,2|840,5|150,2|967,2|61,3|697,6|5|288,8|336,5
2404101|Galinhos|RN|2574,5|39,5|2078|530|60|15649|-|272|148
2404200|Goianinha|RN|1151,2|14597|494,5|1743,1|418,8|1681,7|50|576,8|682,7
2404309|Governador Dix-Sept Rosado|RN|1452,3|4620,3|3931|5561,6|264,7|37865,9|74,1|5065,4|4282,8
2404408|Grossos|RN|890,3|345,2|61,3|2956|145,5|13168,8|50|1788,5|423,5
2404507|Guamaré|RN|194|1135|1077|4420,9|222,5|3889,8|4|2158,8|408,4
2404606|Ielmo Marinho|RN|737,1|2845,2|4205,8|10156,3|3606,9|3912|-|1527,7|806,2
2404705|Ipanguaçu|RN|1772,9|2582|1814,5|6449,7|143,1|11627,6|-|11285|1082,4
2404804|Ipueira|RN|96,7|509,2|263,6|4523,9|10|6571,9|68,3|249|614,2
2404903|Itaú|RN|798|1444,8|879|6228,9|131|7342,4|-|1983,2|371
2405009|Jaçană|RN|1504,6|1278,8|382,1|132,2|19,2|389,4|-|601,4|171,5
2405108|Jandaíra|RN|82,8|2314|3356,4|7309,8|51|19461,6|-|956|347,4
2405207|Janduís|RN|92,3|1717,5|1302|9252,8|85,8|7084,8|40|1790,7|1605
2405306|Januário Cicco|RN|1286,2|5031,6|1183,1|3905,8|796,3|1631,6|51,5|2704,7|614,2
2405405|Japi|RN|0,3|2251,1|4721|5189|34|3075,5|-|3741,5|3993,5
2405504|Jardim de Angicos|RN|833,6|2954,9|1994,8|6956,5|366,3|7044,7|16,5|2270,5|954
2405603|Jardim de Piranhas|RN|44,8|1061,8|366,5|5270,6|122,6|11104,1|-|4366,9|1200,4
2405702|Jardim do Seridó|RN|541,2|1798,5|854,4|9523,9|73|19253,9|147,5|1223,7|1982,8
2405801|Joăo Câmara|RN|6451,6|6016,9|770,4|13258,5|833,8|24518,7|-|1471,8|864,7
2405900|Joăo Dias|RN|87,8|850,9|561,2|820,9|19,7|397,2|-|490,8|124,2
2406007|José da Penha|RN|115|1549,2|467,4|4597,5|178|3261,9|-|645,3|354,3
2406106|Jucurutu|RN|385,5|3030,3|1470,7|13801,3|129,5|28402,4|-|3412,3|8849,6
2406205|Lagoa d'Anta|RN|76,7|2272,9|348,3|1595,9|204,8|33,8|0,9|178,9|199,8
2406304|Lagoa de Pedras|RN|650,2|2390,7|1074,7|3947|871,7|507,9|-|55|377,2
2406403|Lagoa de Velhos|RN|69,8|1355,3|2167,4|9193,1|-|5005,5|100,2|1492,9|208,3
2406502|Lagoa Nova|RN|2567,6|4182,5|1513,7|2737,9|668,4|1262,5|0,7|934,7|60,6
2406601|Lagoa Salgada|RN|1271|2009,7|308,5|1339,2|666,5|783|-|450,3|49
2406700|Lajes|RN|133|4351,8|4035|29558,2|1182,6|17833,9|682,6|6745,9|2255,6
2406809|Lajes Pintadas|RN|92,9|1699,4|559,8|3102|46,1|2146,5|-|1782,7|382
2406908|Lucrécia|RN|45,1|384,3|93,2|450,1|46,6|119,5|-|254,3|42,7
2407005|Luís Gomes|RN|543|3004,4|940|3553,7|312,9|1719|-|2754,4|451,2
2407104|Macaíba|RN|3601,6|3676|3632,8|7946,1|1465,9|5168,7|0,8|4533,9|1416,4
2407203|Macau|RN|639,2|1150,8|35|9539,9|98|9117,2|-|3101,5|419,9
2407302|Marcelino Vieira|RN|159,9|2676,3|3408,3|10954,8|616,4|10643,5|1,5|5655,9|2494,1
2407401|Martins|RN|1713,8|4609,8|723,1|7628|247,6|5978,8|-|1121,6|2290,9
2407500|Maxaranguape|RN|1419,8|145|67|177,4|92,5|3353,5|-|1429,3|536,2
2407609|Messias Targino|RN|8,1|1312|480|5268|201,2|5885,8|-|170|894,5
2407708|Montanhas|RN|523,1|342,4|76,8|1352|495,1|111|-|457,3|258,8
2407807|Monte Alegre|RN|2840,2|3369,5|1668,1|7519|2708,4|1213,3|-|1929|831,8
2407906|Monte das Gameleiras|RN|61,1|1427,3|415,6|1408|84|1284,3|-|1072|503,8
2408003|Mossoró|RN|13254,8|8216,3|9530,2|43801,2|659,8|58897,6|190,7|11462,6|2912,1
2408102|Natal|RN|31,8|109,5|3|60,7|2|20|-|45,4|63,1
2408201|Nísia Floresta|RN|1880,1|964,9|1062,1|942,8|387,3|1768,7|-|2247,8|750,3
2408300|Nova Cruz|RN|267,9|3055,7|1685,4|5853,8|3412,8|746,7|-|1846,9|552,6
2408409|Olho-d'Água do Borges|RN|251,3|1797,4|714,9|3219,4|204|2635,5|68,5|347,9|508,6
2408508|Ouro Branco|RN|591,6|2176|577,1|2986,7|101|8567,2|13,5|1025|714,4
2408607|Paraná|RN|24,6|418|1197,5|2485,2|37,7|749,9|-|691,9|149,1
2408706|Paraú|RN|118,2|1066,1|1131|15025,2|811,8|4767|-|2778|2325,1
2408805|Parazinho|RN|257|1599,9|3126|1878|328|5429|-|2170|186
2408904|Parelhas|RN|411,2|1570,9|494,6|9621,9|167,3|2022,9|1|4612,9|800
2409100|Passa e Fica|RN|43,1|1659,6|110,9|786,2|33,2|25,2|-|19,7|78,7
2409209|Passagem|RN|138,2|357,3|179,2|1665,6|989,4|318,1|-|953,9|64,9
2409308|Patu|RN|161,7|4475,8|1610|12608,7|134|9034,2|-|2590|1302,1
2409407|Pau dos Ferros|RN|124,3|2017,1|1390,7|5738,5|331,8|5381,3|-|1022,7|551,1
2409506|Pedra Grande|RN|745,2|1822,4|1316,5|1554,7|42|3332,3|-|676,6|755,5
2409605|Pedra Preta|RN|419,7|2285,5|1776|2558|5,7|9025|3|5188,7|949,3
2409704|Pedro Avelino|RN|269|5158,6|932,3|30230,6|225,5|19276,1|1151,5|8830,5|1435,5
2409803|Pedro Velho|RN|1389,2|2224,2|1704,9|3174,2|2611,7|1320,2|8,8|287,6|583,1
2409902|Pendęncias|RN|58,5|549,7|262,4|1450|104,5|1481,4|62|3607,7|210,4
2410009|Pilőes|RN|14,5|861,8|60,2|6095,3|109,5|828,5|10,6|28,4|306,4
2410108|Poço Branco|RN|1460,8|2298,6|849,6|5315,9|2132,1|3687,6|-|1145,2|687,1
2410207|Portalegre|RN|1943,3|794,7|680,4|213,9|13,5|391,4|-|901,7|522,5
2410306|Presidente Juscelino|RN|761,6|3696,7|368,4|5864,3|337,4|3449,2|43,2|269,4|457,5
2410405|Pureza|RN|3036,2|927,8|1402,4|3634,9|1771,7|4432,1|-|5726,9|162,4
2410504|Rafael Fernandes|RN|113,6|929,1|762,1|2350,1|112,3|1521|6|472,3|499,9
2410603|Rafael Godeiro|RN|58,1|1220,9|690,5|1763,1|6,5|2639,7|51,5|1084,4|576,6
2410702|Riacho da Cruz|RN|19|1180,5|1079|3394|645|2937|-|426|632
2410801|Riacho de Santana|RN|106,2|911,4|1286,1|2392,8|121,6|4173,5|20|1237,4|278,3
2410900|Riachuelo|RN|26|1444,4|1480|12723,6|402|5762,4|-|1975|538
2411007|Rodolfo Fernandes|RN|972,2|1114,9|544,3|8053,7|181,2|4861,3|3|929,1|651,4
2411106|Ruy Barbosa|RN|86,8|1772,3|754,4|3212,4|227|3254,2|-|705,9|310,5
2411205|Santa Cruz|RN|119,8|9631|1636,5|27238,9|384|11033,9|15|4065,6|2234
2411403|Santana do Matos|RN|1822,8|5654,2|4470,3|28972,3|892,9|33514,3|-|18717,3|6480,8
2411429|Santana do Seridó|RN|58,2|1397|407,5|7265,8|243,8|4870,6|-|595|666
2411502|Santo Antônio|RN|346,8|5259,1|1162,5|10143|1492,6|595,2|-|972,9|553,4
2411601|Săo Bento do Norte|RN|10587,2|2757,6|1062|5730,1|229,2|10530,9|6|13293,3|1568,4
2411700|Săo Bento do Trairí|RN|191,3|1214|1095,4|3810|819,7|3202|-|2338,1|1243,5
2411809|Săo Fernando|RN|5|1870,8|402|18778,6|25|17452,5|115,5|1131,1|2279,5
2411908|Săo Francisco do Oeste|RN|148,2|1663,1|762,9|2140,7|2|3008,2|-|510,9|171,7
2412005|Săo Gonçalo do Amarante|RN|1033,9|673,7|267,5|2515,6|2299,7|2199,2|-|1619|350,9
2412104|Săo Joăo do Sabugi|RN|170|1258,2|102|18426,2|59|1858,9|11,9|367,6|1123
2412203|Săo José de Mipibu|RN|2054,5|7643,9|323,1|2617,3|2104,6|2358,1|-|1739,4|731,8
2412302|Săo José do Campestre|RN|3,7|4838,9|891,8|12816,5|842,1|4606,7|15,4|1898,4|624,4
2412401|Săo José do Seridó|RN|385,7|522|368,5|5438,4|108,5|4200,4|-|589,3|761
2412500|Săo Miguel|RN|267,1|3778,4|3502,5|1371,9|201,4|1781,7|1,2|1899,2|784,9
2412609|Săo Paulo do Potengi|RN|416,6|4587|2478,9|12246,2|2108,1|4385,7|-|666,7|1771,7
2412708|Săo Pedro|RN|193,8|2152,1|396,9|7621|2183|4567,2|-|1827|693,5
2412807|Săo Rafael|RN|47,2|1214,3|586|12882,2|98,5|7315,9|-|939,3|1358,9
2412906|Săo Tomé|RN|366,9|6605,8|7847,3|9862,8|1169,3|32977,3|348,5|7569,2|3180,1
2413003|Săo Vicente|RN|1031,6|1493,8|778,6|4291,4|199,3|6079,6|20|1733,4|729,1
2413102|Senador Elói de Souza|RN|351,7|3410,1|1733,3|4475,8|480,9|1077,2|-|986,1|284,6
2413201|Senador Georgino Avelino|RN|550,1|4,2|8,5|135,3|0,3|104,1|-|40,7|42,8
2413300|Serra de Săo Bento|RN|136,3|2872|672,8|2388,7|614,6|401,4|-|281,3|360,6
2413359|Serra do Mel|RN|20172,5|460,5|297|9320,5|30|27704|-|2317|272,5
2413409|Serra Negra do Norte|RN|120,1|2146,3|1299,7|19744,5|668,9|19479|25|5364,6|2499,3
2413508|Serrinha|RN|349,4|3429,6|1121,8|3331,2|34,7|337,1|-|411,3|389,2
2413607|Severiano Melo|RN|7324,5|4187,1|1164|3345|24,2|1048,5|-|791,7|399,6
2413706|Sítio Novo|RN|205,3|2479|1614|6407,5|344|2838,9|10|2265,1|363
2413805|Taboleiro Grande|RN|83,6|497,8|363,4|4663,3|22,2|2117,3|23,5|687,1|772,8
2413904|Taipu|RN|1331,8|4072,4|2052,9|5224,6|6979,2|4542,1|-|2216,2|600,1
2414001|Tangará|RN|104,5|3577,3|2647,8|9062,7|1146,7|5269,8|-|8703,9|165
2414100|Tenente Ananias|RN|314|3694,3|2904,8|6934,2|515,6|4813,6|-|2666,3|1549,5
2414209|Tibau do Sul|RN|1475,5|2877,4|387,4|338,2|707,2|1233,2|-|71,9|258,5
2414308|Timbaúba dos Batistas|RN|1|466,5|73|4164,6|27,7|2629,9|0,5|100|680,5
2414407|Touros|RN|5995,7|3767,4|2210,9|4955,6|1559,6|8640,3|-|5910,3|1169,2
2414506|Umarizal|RN|101,3|3838,7|899,2|7821,5|25,2|7853|3,2|1376,8|871,5
2414605|Upanema|RN|616,8|2553,6|3057,4|12315,6|142,7|18177|-|2269,6|737,8
2414704|Várzea|RN|338,9|1380,9|414|3452,4|1657,2|37,3|3|136,6|206
2414803|Vera Cruz|RN|998|1221,2|869,3|917,4|2087,2|729,5|-|616,1|231,1
2414902|Viçosa|RN|123,5|970,3|495,7|728,3|59,7|1126,5|-|158,7|277,6
