munic|nome_municipio|sigla_uf|lavoura_perm|lavoura_temp|lavoura_temp_desc|pastagens_naturais|pastagens_plant|matas_f_nat|matas_flor_art|terras_prod|terras_inap
3130002|Ibituruna|MG|587|1266,1|278,7|5693,2|4527,8|1538|55,5|188|475,6
3130051|Icaraí de Minas|MG|10,6|1583,8|1078,7|5445,7|13729,6|5389,5|409,4|9153,1|2195,2
3130101|Igarapé|MG|466,7|1289,5|400,7|1946,7|525,5|622,7|52,5|624,3|262,7
3130200|Igaratinga|MG|129,6|1677,2|454,7|6128,7|6636,2|1606,3|513,3|215,1|988,4
3130309|Iguatama|MG|156,1|3944,8|659,4|16862,8|22430,5|2369,8|326,7|321,4|1528
3130408|Ijaci|MG|293|1058,8|38,5|2903,7|2212,5|445|57,6|-|137,6
3130507|Ilicínea|MG|6668,6|3361,6|1090,4|7989,5|5836,8|1944|153,4|972,8|1940,1
3130606|Inconfidentes|MG|1454,2|1017,6|233,9|7462,3|1579,3|642,5|42,5|114,9|716,3
3130705|Indianópolis|MG|3192,4|17097,5|485,9|6514,8|15831,4|3306,5|253,9|496,3|1238,4
3130804|Ingaí|MG|283,4|2626,2|270,1|7680,3|5668,2|1699,8|267,2|407,2|980,8
3130903|Inhapim|MG|9082,6|6652,2|747,4|37388,9|4497,9|8226,4|332|1255,4|5279,9
3131000|Inhaúma|MG|258,1|1755,7|216|3394,4|9257,4|2154,6|2664,3|4|661,7
3131109|Inimutaba|MG|32,2|962,9|613|13731|11902|1545,7|58,7|444,3|1008,3
3131158|Ipaba|MG|112,8|260,9|31|915,8|677,6|2621,5|2632,6|86,4|747,2
3131208|Ipanema|MG|2343,7|4286,4|59|24132|16462,2|5543,1|109,2|293,4|655,2
3131307|Ipatinga|MG|251,7|106,5|58,2|1455|979,8|1654,2|972,6|36,4|651,7
3131406|Ipiaçu|MG|31,5|6907,5|189,4|583,5|25306,7|2558,2|16,9|21,8|936,6
3131505|Ipuiúna|MG|17,2|2315,2|919,5|6181,4|2717,3|1563,4|150|674,4|1495,1
3131604|Iraí de Minas|MG|909,8|4959,2|178,5|8348,5|8751,9|1732,7|195,7|15|980,6
3131703|Itabira|MG|1443,2|2204,8|340,2|14492,2|7235,2|6423,8|1849,5|215,2|619,5
3131802|Itabirinha|MG|1964,9|1148,5|199,4|8748,7|3972|1036,1|20,7|321,8|818,8
3131901|Itabirito|MG|145,2|331,7|188,1|2564,2|828,6|6252,4|129,8|247,8|626,7
3132008|Itacambira|MG|685,4|1807,4|564,5|23961,4|1450,4|7716,4|20150,5|1597|13913,8
3132107|Itacarambi|MG|128,5|1891,8|1827,2|6168,2|32265,6|9722|457,5|8841,1|7790,8
3132206|Itaguara|MG|504,1|3669,4|437,4|13201,3|4734,6|3032,7|245,9|743,4|1173,1
3132305|Itaipé|MG|3612,7|2358,3|1255,9|6671,6|3830,9|12062,5|20,9|1747,8|2587
3132404|Itajubá|MG|804|2009,4|218,1|6173,5|3863,4|1229,8|221,7|79,9|357,6
3132503|Itamarandiba|MG|2082,2|6433,9|2493,2|15526,4|18330,3|51938,4|49582,5|2505,7|8688,5
3132602|Itamarati de Minas|MG|208,6|498,9|57,5|2211,2|1063,1|921,8|79,4|93,7|206,1
3132701|Itambacuri|MG|2809,7|3041,2|3763,3|82627,8|20865,7|12814|244,4|2070,7|5239,2
3132800|Itambé do Mato Dentro|MG|286|502,5|150,5|4987,9|2247,5|2567,9|122|-|720,1
3132909|Itamogi|MG|6513,5|1842,1|303,2|6654,8|5979|715,8|364,2|185,3|1417,4
3133006|Itamonte|MG|475,9|1812,1|274,7|9889,1|1815|5100,4|243,1|748,8|1027,5
3133105|Itanhandu|MG|57,3|1263,9|99,9|6038|2106,4|734,3|20,5|88,6|204,5
3133204|Itanhomi|MG|755,9|2969,5|251|25952|4052,7|1435,8|32,7|291,1|1302,9
3133303|Itaobim|MG|378,3|1792,5|1419,8|21938,3|5069,6|4925,6|43,5|2558,3|1312,7
3133402|Itapagipe|MG|158,2|8241,9|541,4|6005,4|132457,8|8473,3|125,5|341,5|4559,6
3133501|Itapecerica|MG|848,1|6997,4|1618,5|22590,2|18894,1|6445,1|4261,4|1158,6|3026,3
3133600|Itapeva|MG|21,4|1277,8|225,6|3011,5|3317,9|820|60,8|180,5|642,1
3133709|Itatiaiuçu|MG|211,2|916,9|297,3|3066,9|3408,5|2288,9|126,5|402,9|989,5
3133758|Itaú de Minas|MG|51,7|953,3|33,6|4234,9|2710,9|1218,2|2264,3|11,5|654
3133808|Itaúna|MG|391,4|3458,4|237,9|12188,8|7258|3859,7|663,4|510,4|1422,3
3133907|Itaverava|MG|167,2|2410,6|408|4301,1|3119,7|2457,5|126,2|209,6|232,7
3134004|Itinga|MG|644,8|3186,7|4925,4|61413,9|30803,9|34234,9|880,9|19178|5987,1
3134103|Itueta|MG|2734,7|1605,3|119,2|23962,7|5543,1|5143,8|102,8|358,4|1603,2
3134202|Ituiutaba|MG|1536,4|16731,8|2350,8|23772,5|152641,6|28269,9|2261,3|1283,2|9082,7
3134301|Itumirim|MG|257,2|1933,8|376,6|6635,5|1600,3|1027,6|110,9|658,3|794,2
3134400|Iturama|MG|307,4|23219,8|401,1|6092,5|170400,5|15875,7|1122,4|541,9|7442,9
3134509|Itutinga|MG|142,9|2375,6|391,2|9511,4|4225,1|1020,7|229,9|97,6|1578,9
3134608|Jaboticatubas|MG|867,5|1995,7|687,9|11383,6|6626,9|4315,2|2069,8|491,1|1784,6
3134707|Jacinto|MG|224,2|1303,3|324,8|75854|23774,9|9336,6|695,5|578,5|3145,3
3134806|Jacuí|MG|2985,5|3422,4|726,7|16165,3|8909,9|3026,9|923,2|220,3|2345,1
3134905|Jacutinga|MG|4937,2|2215,9|515,7|11541,9|9521,4|2028,2|939,8|203,9|1384,7
3135001|Jaguaraçu|MG|155,7|316,7|186,8|2016,4|1202,9|931,3|729|61,2|228,1
3135050|Jaíba|MG|2748,5|6891,8|11414,8|33140,6|76615,9|57107,7|265|9260,8|2353,9
3135076|Jampruca|MG|169,6|1191|791,6|33854,1|6532|1453,3|21,8|151,5|1617,9
3135100|Janaúba|MG|1656|5617,7|3371,9|35973,5|97313,8|49021,3|673,6|8982,9|3322,3
3135209|Januária|MG|690,7|12438,9|91743,6|71534,1|45024,2|221388|25426|46454,9|69239,5
3135308|Japaraíba|MG|82,5|1432,2|86,5|2310|4838,3|315,8|61|91|111,5
3135407|Jeceaba|MG|135,9|669,5|168,1|4122,8|817|238|41,8|61|58,6
3135506|Jequeri|MG|2807,2|5519,4|1009,4|21803,1|2796,8|6135,5|372,1|359,8|2178,6
3135605|Jequitaí|MG|144,1|4074,5|460,6|15278,4|29264,3|18343,7|10006,2|13133,2|5081,5
3135704|Jequitibá|MG|718,4|2473,6|370,7|11288,9|11250,6|6728,3|127,4|167,3|912,8
3135803|Jequitinhonha|MG|1530,4|1952,1|2855,6|76421,6|22844,2|52983|3131,5|6226,7|20064,3
3135902|Jesuânia|MG|1202,6|1096,2|565,3|4003,2|5522,3|944,1|119,8|98,3|434,5
3136009|Joaíma|MG|1017,6|2336,4|550,4|69292,9|15660,1|9698,6|307|2451,8|6652,2
3136108|Joanésia|MG|376,1|1460,1|105,8|6377,1|1662,5|1440,8|444,6|146,9|485,5
3136207|Joăo Monlevade|MG|35,8|31,6|4,3|220,8|461,9|87,9|2,4|4,5|75,8
3136306|Joăo Pinheiro|MG|1474|24910,1|4160,4|291017,6|289769,2|182925,2|141234,8|19764,1|59114,5
3136405|Joaquim Felício|MG|186,5|3758,9|286,5|20614,3|12201,9|12263,3|228,3|3227,6|11698,9
3136504|Jordânia|MG|186,3|623,8|142,6|25712,6|19044,6|2148,7|60,5|9,8|952,1
3136603|Nova Uniăo|MG|772,6|219,9|112,6|2520,8|1174,5|616|54,1|16,5|279,8
3136652|Juatuba|MG|41,2|254,4|10,9|922,5|1906,9|558,1|229,2|15,5|236,9
3136702|Juiz de Fora|MG|2001,4|6504,4|1144,8|33638,5|17502,2|10297|2850,6|1498,9|2905,3
3136801|Juramento|MG|39,2|2360,9|571,7|5563,9|23409,8|5348,7|1137,2|224|1507,8
3136900|Juruaia|MG|4111,2|1514,3|423,1|6337,1|3550,4|579,4|156,8|86,7|612,7
3137007|Ladainha|MG|2928,1|3846,8|1507,6|18406,5|9775,5|17767,9|537,7|2763,1|2043,7
3137106|Lagamar|MG|585,4|7378,3|812,4|52009,3|38291,1|10638,2|277,5|371,1|10931,9
3137205|Lagoa da Prata|MG|757,6|11482,9|115,8|8014,4|9106,5|4045,9|465,6|305,4|3126,8
3137304|Lagoa dos Patos|MG|1708,1|1763,7|71,9|945,7|40113,7|19593,2|2,2|9604,8|4311,8
3137403|Lagoa Dourada|MG|221,7|4625,6|423,2|11943,2|4218,2|2558,1|315,4|308|966,7
3137502|Lagoa Formosa|MG|1096,5|6883,2|212,8|24881,3|29092,1|1942,6|350,8|326,9|1478,6
3137536|Lagoa Grande|MG|142|7240|836|22541,6|48424,8|21790,9|11356,9|2178,5|5320,7
3137601|Lagoa Santa|MG|331,6|807,8|95,5|1699,3|3072,3|1657,3|286|145|547,4
3137700|Lajinha|MG|9207,7|1985,1|759,9|18473,8|1186,2|5090,4|1202|279|1367,4
3137809|Lambari|MG|3059,5|586,5|524,6|6731,8|5015,1|867,1|40,7|131,2|557,1
3137908|Lamim|MG|153,1|1092,7|106,2|2901,5|1020,3|1053,1|102,9|38,2|30,6
3138005|Laranjal|MG|215,5|1577,9|320,7|8408,3|3809,9|2010,1|157|231,1|649,4
3138104|Lassance|MG|1184,5|3952|1869,3|18037,6|27656,5|48298,9|44427,8|15358|11971,7
3138203|Lavras|MG|2892,1|6086,7|520,4|14236,1|9264,9|2163,1|358,2|191,7|1926,8
3138302|Leandro Ferreira|MG|141,3|1191|192,8|3489,3|14225|4612,7|518,7|107,7|575,3
3138401|Leopoldina|MG|1228,8|6534,9|4133,6|39274,6|7985,8|8492,2|352,1|4676,6|3104,9
3138500|Liberdade|MG|25,8|2952,5|543,2|14332,6|4632,9|4909,3|427,3|63,3|841,7
3138609|Lima Duarte|MG|376,5|5032,7|2063|29383,1|6723,1|7380,5|1205,2|127,3|2490,1
3138625|Limeira do Oeste|MG|197,4|4623,5|588,1|6625|88771,8|9250,1|162,2|240,5|1853,8
3138658|Lontra|MG|78,5|1381,9|463|2648,9|2513,7|3271,6|34,9|1515,2|1663,5
3138708|Luminárias|MG|1352,3|2445,5|708,3|13669,6|6302,2|1517,2|1565,7|433,3|1237,4
3138807|Luz|MG|505,1|9932,4|1639,4|23802,5|55683|6540,4|550,7|240,8|1767,3
3138906|Machacalis|MG|52|456,7|243,3|12490,5|14220,3|2526,2|5,9|2845,3|1219,6
3139003|Machado|MG|14054,1|6046,9|589,8|15779,6|9052|2915,8|818,5|514|2182,3
3139102|Madre de Deus de Minas|MG|63,7|3468,6|217,6|18287,7|4947,5|1305,8|591,9|191,5|1168,5
3139201|Malacacheta|MG|4965,6|6205|2670,9|80222,2|20052|20292,8|288,2|1413,2|5392,1
3139250|Mamonas|MG|10,7|3141,2|480,6|4222,5|7105,3|2099,4|32,5|1032|969,3
3139300|Manga|MG|104,1|5318,9|8100,7|65254,5|73305|69487,1|483|14279|12376,5
3139409|Manhuaçu|MG|23945,9|2890,5|857,9|17553,7|3234,4|8309|677,6|2140,9|3631,9
3139508|Manhumirim|MG|8364,6|565,3|215,3|5654|832,4|3024,2|406|665,9|1049,8
3139607|Mantena|MG|16952,3|3847,2|692,1|19997,8|22466,6|6963,1|868,6|1077,6|3237,4
3139706|Maravilhas|MG|152,6|1494|180,4|5395,3|10599,1|3628,9|686,1|34,5|960,4
3139805|Mar de Espanha|MG|288,3|1685|514|17547,2|4294,6|4027,6|454|224,2|886,2
3139904|Maria da Fé|MG|406,5|2476,2|316,8|4192|2373,5|1139,9|160,9|30,5|519,5
3140001|Mariana|MG|439,5|1526,6|388,4|9384,1|1921,1|9260,3|8086|406,4|4910,1
3140100|Marilac|MG|188|1006,6|420,3|6064,6|3569,3|813,2|4,8|3,6|291,8
3140209|Maripá de Minas|MG|148,2|1008,3|82,4|4797,1|1502,3|811,2|61,8|-|270,1
3140308|Marliéria|MG|208,5|319,2|256,7|4197,3|3019,6|3779,9|3515,4|24,6|641,9
3140407|Marmelópolis|MG|263,6|932,1|52,3|4290,9|461,9|1812,7|1460,4|19,4|163,4
3140506|Martinho Campos|MG|199,7|4838,3|654,2|18717|32067,8|13357|25078,8|366|3408,8
3140555|Mata Verde|MG|1433,2|410,6|148,8|10031,2|567,1|236,4|-|684,7|753,4
3140605|Materlândia|MG|238,8|1848,5|1884,1|10051,8|3750,1|4187,8|204|227,5|776,4
3140704|Mateus Leme|MG|233,1|2719,6|357,6|2826,2|3716,3|3118,2|544,4|158,4|403,9
3140803|Matias Barbosa|MG|209,1|454,4|34,3|3794,3|3272,8|1907,4|880,1|140,4|340,7
3140852|Matias Cardoso|MG|292,5|1544,6|2150,6|24186,1|43817,7|25087,7|2406|2693,8|2646,1
3140902|Matipó|MG|5561,6|811,4|92,7|10856,8|1233,8|2081,8|227,9|113,6|949,8
3141009|Mato Verde|MG|53,2|7028,6|6200,4|8358|28910|11650,5|-|5306,3|2352,5
3141108|Matozinhos|MG|149,5|1489|82,7|2021,2|6289,5|1747,9|979|12|889,6
3141207|Matutina|MG|206,6|1130,7|40|7667,4|9462,7|1207,3|173,6|9,6|1206,1
3141306|Medeiros|MG|816,3|2327,6|626,9|41710,7|19590,5|2246,1|470,7|393,4|1420,2
3141405|Medina|MG|618|2091,6|690,5|48660,2|19494,2|15931,4|1223,9|2816,9|3791,7
3141504|Mendes Pimentel|MG|1472,4|2021,2|495,3|26119,5|7042|1682,9|15,8|1312,2|1282,6
3141603|Mercęs|MG|433,8|2326,7|193,3|11920,2|4655,1|2882,3|854,9|165,6|1022,2
3141702|Mesquita|MG|1097,6|2064|342,6|7906,6|3336|2565,1|819,6|273,3|671,5
3141801|Minas Novas|MG|1995,7|6749|3349,8|13207|5631,1|21243,7|870,3|4580,3|4786,9
3141900|Minduri|MG|45,4|1546,7|490,3|9442,1|2753,9|2576,7|67,3|89,4|692
3142007|Mirabela|MG|238,5|3812,7|1377|10287|29945,7|27488|13756,8|2902,8|4381,7
3142106|Miradouro|MG|2079,1|1860,7|480,6|12242,7|3068,6|1796,6|184,4|211,3|556,5
3142205|Miraí|MG|2673,7|1997,5|314,7|17987,9|12177,9|3921|428,7|246,5|807,9
3142304|Moeda|MG|170,8|228,1|106,7|2759,4|174,4|195,4|29,3|10,3|28
3142403|Moema|MG|72,1|1275,1|80,2|9208,3|1295|684,4|6,8|191|20,2
3142502|Monjolos|MG|420,3|1362,7|420,1|7243,8|13207,4|3700,2|454,6|365,5|1932,9
3142601|Monsenhor Paulo|MG|2991,8|1924,1|258,2|7612,4|3334,6|601|151,9|84,5|317,5
3142700|Montalvânia|MG|51|2721|490,8|53265,1|28900,3|23605,8|1224|2019,9|3155,7
3142809|Monte Alegre de Minas|MG|1403,4|27385,3|2908,6|24400,3|139264,4|26350,8|3747,2|696,5|7428,3
3142908|Monte Azul|MG|204,3|11901,5|4342,5|38970,9|57145,9|74048,2|317,5|3989,7|11907,8
3143005|Monte Belo|MG|4504,7|8499,5|296,1|7737,3|12507,1|2264,1|479|218,1|1788,1
3143104|Monte Carmelo|MG|11966,9|12767,8|1084,4|32340,6|31406,7|7009,8|336,3|1522,4|6171,1
3143203|Monte Santo de Minas|MG|8538,2|3935,8|1662|10939,6|14695,4|2835,8|972,6|530,5|2350
3143302|Montes Claros|MG|1576,8|8770|3184|45364,4|73141,7|51906,4|8460,3|6512,4|16776,2
3143401|Monte Siăo|MG|2771,9|1443,3|248,1|11455,9|8961,7|1757,9|412,4|633,1|717,4
3143450|Montezuma|MG|2882,1|3233,1|109,5|7270,2|3064,3|14227,8|14698,2|2538,2|3059,4
3143500|Morada Nova de Minas|MG|216,2|3411,6|550,9|51717,6|46338,2|31523|2802,8|920,8|10750,3
3143609|Morro da Garça|MG|275,5|2180,2|301,3|11668,6|13728,3|5943,6|346,4|259,6|1303,8
3143708|Morro do Pilar|MG|160|336,9|852,2|6555|3298,4|6838,4|274,1|1030,4|267
3143807|Munhoz|MG|30,7|1895,2|900,4|6654,8|874,3|1651,3|447,8|1750,3|1327,8
3143906|Muriaé|MG|3967,7|4758,6|911,5|29964|20218,1|7011,8|689,3|598,3|3039,5
3144003|Mutum|MG|8471,1|7822,6|1067|48858,4|23948,5|12011,8|964,9|687,6|4807,4
3144102|Muzambinho|MG|6415,7|3531,8|469,6|7721,2|8610,9|763,3|585,2|240,5|1104,7
3144201|Nacip Raydan|MG|164,5|1066,9|258,2|8273,3|3299,8|1106,7|4|-|526,4
3144300|Nanuque|MG|262,8|3985,4|60,8|68314,5|60238,6|7144,9|14,3|701,9|3962,1
3144409|Natércia|MG|2474|1513,4|262,5|8131,3|2469,4|1456,9|99,6|39,4|202,2
3144508|Nazareno|MG|532,3|2137|354,9|6991,5|4245,8|1217|502,5|538|1163,3
3144607|Nepomuceno|MG|11886|4631,2|714,4|17152,9|6657,1|2558|256,8|2025,6|1961,3
3144706|Nova Era|MG|415,4|814,6|100,4|4901,1|2622,3|6911,6|4067|166|1374,5
3144805|Nova Lima|MG|13|26,5|-|259,1|348|1068,4|10|46|250,5
3144904|Nova Módica|MG|227,7|1015,1|553,1|22096,8|8838|1617,9|42,9|42,5|1525,2
3145000|Nova Ponte|MG|313,9|24496,7|3258,6|9860,8|22174,2|6130,8|11908,2|168,6|3245
3145109|Nova Resende|MG|10908,9|4777,8|347,3|7157,5|6773,3|1473,3|346,5|149|1876,8
3145208|Nova Serrana|MG|60,8|697,6|98,6|1687,1|4714,2|1048,6|189,9|207|246,2
3145307|Novo Cruzeiro|MG|4022,5|7357,7|1326,2|26688,1|3147,8|29018,7|364,3|2408,7|5527,9
3145406|Olaria|MG|32,7|1760,4|527,7|7933,5|3889,6|2547|370,8|148,6|1264,4
3145505|Olímpio Noronha|MG|664,7|286,7|166|1321,4|1353,1|408,2|70,4|52,5|119
3145604|Oliveira|MG|3973,8|4791,4|1322,6|34287|15872,8|4494,1|1161,1|211,6|2701,2
3145703|Oliveira Fortes|MG|84,8|971,2|46,9|7061,8|1990,6|805,1|216,6|7,5|404
3145802|Onça de Pitangui|MG|206,2|1513,7|317,5|3592,5|6415,8|2474,1|172|366,1|644,1
3145901|Ouro Branco|MG|131,2|1381|159|1575,7|1493,8|2419,3|687,9|73,9|121,8
3146008|Ouro Fino|MG|7804|5354,6|789|16336,6|9351,9|2544,2|747,8|889,2|2474,6
3146107|Ouro Preto|MG|310,9|1018|478,1|3870,5|3329|4668,9|7061|598,4|1586,1
3146206|Ouro Verde de Minas|MG|1391,1|1082,9|417,2|11739,1|3403,4|1661,2|68,7|505,2|941,4
3146305|Padre Paraíso|MG|2297,3|2020,8|1129,8|14492,6|3876,7|8112,7|221,5|1735,2|1691,9
3146404|Paineiras|MG|59,4|2944|108|18363|19810,4|7068,9|1199|207,7|5594
3146503|Pains|MG|66,4|4152,4|718,3|12158,9|6686,7|1009,4|185,9|149,4|1301,4
3146602|Paiva|MG|108,8|625|131,9|2877,2|648|330,3|353,5|60,4|251,8
3146701|Palma|MG|219,5|1207,9|89,7|13998,6|7159,5|3344,4|85,3|37|1760,6
3146750|Palmópolis|MG|83,2|549,4|485,7|23370,6|3933,6|630,2|10,5|78,1|315,8
3146909|Papagaios|MG|128|2717,2|437,7|4655,6|23311|9414,7|1352,1|2081|955,8
3147006|Paracatu|MG|3203,8|51436,4|5775,9|148245,8|218678|104712|32577,3|18185,3|28723,6
3147105|Pará de Minas|MG|517|3695,9|258,5|11101,7|20492,3|8238,3|1533,2|517,7|2026,5
3147204|Paraguaçu|MG|5305,7|6763,4|301,6|7535,8|7242,4|2319,2|697,1|63,3|1243,7
3147303|Paraisópolis|MG|613,7|1287,4|447,3|10142,1|6442,5|1543,4|216,9|104|690,9
3147402|Paraopeba|MG|335|2662,9|487,8|15701,8|15003,6|6405,2|7503,8|1636,8|2031,5
3147501|Passabém|MG|249|359,9|75,5|2993,3|816,4|436,7|10,5|23,5|34,8
3147600|Passa Quatro|MG|299,7|1065,8|128,3|11286,3|3869,3|4959,1|1232,1|177,4|685,3
3147709|Passa Tempo|MG|409,6|2625,7|464,1|21540,5|3715,5|2021,2|576|89,6|779,6
3147808|Passa-Vinte|MG|96,4|599,8|325,9|6967,6|4373,2|3139,8|11,9|357,9|791,1
3147907|Passos|MG|2850,5|26504,4|855,9|19335,9|50653|7878,5|1332,2|883,9|4471,6
3148004|Patos de Minas|MG|6313,1|23070,5|2136,4|92437,9|81730,9|11701,2|783,5|762,6|10720,3
3148103|Patrocínio|MG|21524,8|24813|3300,2|75373,6|73930,1|16853,4|881,9|2487,3|12456,9
3148202|Patrocínio do Muriaé|MG|129,5|776,4|252,2|3367,3|2558,8|979,1|32,1|122,1|260,7
3148301|Paula Cândido|MG|1376,8|1755,5|108,4|7939,5|1561,6|2386,9|441,8|231,5|430,8
3148400|Paulistas|MG|630,9|2422,9|738,2|7217,6|4342,9|2968,6|2628,2|362,5|950,2
3148509|Pavăo|MG|165,8|1690,8|164,6|48394,5|3317,6|7165,4|1086,5|705,7|1632,5
3148608|Peçanha|MG|953,6|5853,8|1325,8|38618,5|12200,5|13153,5|9762,7|1188,5|3715,8
3148707|Pedra Azul|MG|999,9|995,2|567,8|80184,9|18832|51016,9|2328,5|2257,3|6434,3
3148806|Pedra do Anta|MG|725,8|1796,4|58,9|7431,5|342,9|1937,6|33,6|28,2|288,8
3148905|Pedra do Indaiá|MG|83,1|1267,2|265,6|10373,9|9333|1719,2|469,4|228,9|995,3
3149002|Pedra Dourada|MG|1160,7|154,9|65,3|2397,8|1275,7|616,9|37,1|44,1|250,9
3149101|Pedralva|MG|4905|1994,9|385,4|6030,2|1387,2|1650,9|128,5|115,3|671,9
3149150|Pedras de Maria da Cruz|MG|15,4|2683,7|820,8|13378,2|33171,9|25389,8|60,8|2961,4|5074,1
3149200|Pedrinópolis|MG|198,4|9321,9|-|6971,4|7362,6|1570,3|-|2,5|830,2
3149309|Pedro Leopoldo|MG|69,2|1623|51,6|5704,8|4948|1442,9|165,8|308,8|520,4
3149408|Pedro Teixeira|MG|136,8|1155,7|444|4158,7|1613,4|1284,6|184,7|94,5|269
3149507|Pequeri|MG|173,6|697,2|11,4|3279,1|1469,5|712,1|50,9|3,6|65,8
3149606|Pequi|MG|146,2|1489,5|117|3372,3|8794,7|3130,9|248,5|128,7|227,2
3149705|Perdigăo|MG|49,7|2123,7|287,5|4462,8|8726,3|1844,4|633,7|60,2|739,6
3149804|Perdizes|MG|4754,3|38655,2|3031,8|39328|65559,6|18165,1|9756,7|1994|6703,9
3149903|Perdőes|MG|2940,9|2949,9|564,3|8397,1|6016|1140,8|178,1|179,2|965,2
3150000|Pescador|MG|34,9|595,8|178,4|30567,9|1135|343,8|4,8|47,7|691
3150109|Piau|MG|890,9|547,5|144|9610,8|837,7|1061,5|41,8|33,4|344,5
3150208|Piedade de Ponte Nova|MG|136,1|2408,8|44,7|2565,3|1095,5|440,3|103,2|16,3|391,7
3150307|Piedade do Rio Grande|MG|124,6|2098,6|388,7|15506,6|2383,5|1139,9|120,3|67,8|561,3
3150406|Piedade dos Gerais|MG|273,5|2984,6|334,6|8511|1320,5|693,3|72,6|49,6|288,5
3150505|Pimenta|MG|1907,7|3497,2|326,6|10937,9|12220,2|1743,6|697|504,9|2610,2
3150604|Piracema|MG|582,4|2200,6|286,3|9964,3|1572,6|891,8|151,1|63,9|576,3
3150802|Piranga|MG|475,8|3030,5|691|10627,8|3638,3|3514,4|226,6|112,6|558,1
3150901|Piranguçu|MG|665|865,6|60,4|9750,6|1532,2|1656|151,4|15,5|370,6
3151008|Piranguinho|MG|1086,9|728,3|173,2|3278,9|2437,8|384,1|82,5|61,4|357,8
3151107|Pirapetinga|MG|29|403,3|25,5|6899,7|2416,2|442,4|66,8|275,9|358,1
3151206|Pirapora|MG|685,4|1363,2|640,7|12350,7|10215,2|9295,4|844,1|2079,6|3843,9
3151305|Piraúba|MG|82,9|1580,6|508,1|4436,2|894,6|1260|172,3|89,3|232,8
3151404|Pitangui|MG|387,1|2915,8|658,7|12636,7|19198,5|6044,4|854,8|536,4|2187,9
3151503|Piumhi|MG|7126,9|7011,6|376,1|25342,5|28424,5|2234,9|952,1|125,5|2852,5
3151602|Planura|MG|251,2|10660,8|4298,4|1071,3|11766|1440,9|1|333,8|331,3
3151701|Poço Fundo|MG|5849,7|4695,9|593,3|18620,5|6246,4|2839|621,5|319|1629,3
3151800|Poços de Caldas|MG|4871,5|2879,3|1278,6|5426,4|8231|3008,5|3432,8|549,8|2270,6
3151909|Pocrane|MG|1335,5|3017,6|146,7|31898,6|15988,3|7328,8|106,6|60,2|2710,6
3152006|Pompéu|MG|527,6|15174,2|2073,7|60217,6|73822,4|28421|15094,5|1771|8778,9
3152105|Ponte Nova|MG|2075,8|7050,6|1296,1|17697,2|4762|6143,4|818,5|252,7|2389,5
3152204|Porteirinha|MG|3150,4|12624,7|6382,3|46297,4|64324,4|35560,7|523,1|11052,3|7845,4
3152303|Porto Firme|MG|1304,1|2927,7|520,2|6905|775,3|3215,3|503,4|284,5|663,5
3152402|Poté|MG|1641,6|2205,4|474,1|19814|12601,8|10264,6|86,5|630,2|1862,9
3152501|Pouso Alegre|MG|203,5|7009|1752,4|12862,4|9735,3|2168,4|415,9|374,2|1733,5
3152600|Pouso Alto|MG|68,7|1583,9|160,7|10418,8|4312,8|1892,3|183,3|87,7|769,6
3152709|Prados|MG|175,3|1498,7|289,5|4552,9|2459,6|893|286,8|39,2|414,1
3152808|Prata|MG|2759,3|11445|3477|47303,5|314151,6|44421,7|6629,4|3679,2|18490,5
3152907|Pratápolis|MG|219,7|2144,7|42,4|12350|2615|87,6|1887,3|317,8|527,8
3153004|Pratinha|MG|780,5|2020,3|334,3|26925,6|8202,8|3362,2|64|853,5|3623,3
3153103|Presidente Bernardes|MG|311,1|1813,3|265|7055,8|1026,8|2217,1|247,6|56,5|304,9
3153202|Presidente Juscelino|MG|266,3|3128,6|1166,9|18603,1|13376,3|7833,7|330,8|461,8|2838
3153301|Presidente Kubitschek|MG|129,5|278|177,7|1856,9|311|1242,9|2|422,9|471,1
3153400|Presidente Olegário|MG|2905,6|36464,7|2042,9|92643,2|83246,4|30369,3|1323|2199,3|16592
3153509|Alto Jequitibá|MG|4234,2|99,4|51,9|2379,8|344,4|1365,1|82,8|90,7|452,5
3153608|Prudente de Morais|MG|44,4|1005,6|389,4|1649,2|4707,3|1641|114|466,8|395,2
3153707|Quartel Geral|MG|229|2136,5|661,1|16564|14854|6277|5394,5|184,6|1897,6
3153806|Queluzito|MG|188,5|1172,5|295,9|3635,7|1882,6|1083,5|125,1|55|195
3153905|Raposos|MG|2|-|-|-|-|-|-|-|-
3154002|Raul Soares|MG|13160,3|4997,6|721,7|42292,2|4679,7|6527,4|545,4|4668,5|2384,2
3154101|Recreio|MG|197,4|642|83,7|12119,2|5105,8|1568,7|68,3|93,5|581,7
3154200|Resende Costa|MG|430,5|3109,1|803,3|17142,2|3080,3|2180,2|1186,9|599|1125,9
3154309|Resplendor|MG|1855|2263,2|964|63877,3|15806,1|5946,8|157,7|604,7|3736,4
3154408|Ressaquinha|MG|41|1945,4|414,2|2704,5|7766,4|2312,5|435,5|322,7|440,5
3154457|Riachinho|MG|46,1|2316,6|1091,1|47621,8|47999,2|25237,2|10|2154,1|8286,9
3154507|Riacho dos Machados|MG|132|3563,8|1219,8|20258,1|11356,1|13919,6|7790,1|5301,8|2889,5
3154606|Ribeirăo das Neves|MG|9,3|121,1|-|954,7|398,7|49,1|0,1|127,4|56,3
